time	V(drain)	V(gate)	Id(M1)
1.000144999999888e-005	1.502102e+001	2.841078e-001	-1.400993e-004
1.000154999999888e-005	1.502395e+001	3.071577e-001	-1.596455e-004
1.000164999999888e-005	1.502706e+001	3.306406e-001	-1.804189e-004
1.000174999999888e-005	1.503036e+001	3.545542e-001	-2.024107e-004
1.000184999999888e-005	1.503384e+001	3.788960e-001	-2.256128e-004
1.000204999999888e-005	1.504134e+001	4.288543e-001	-2.756114e-004
1.000224999999888e-005	1.504955e+001	4.804963e-001	-3.303413e-004
1.000244999999888e-005	1.505846e+001	5.338027e-001	-3.897375e-004
1.000264999999888e-005	1.506806e+001	5.887548e-001	-4.537337e-004
1.000294999999888e-005	1.508373e+001	6.742272e-001	-5.582109e-004
1.000324999999888e-005	1.510090e+001	7.632976e-001	-6.726772e-004
1.000354999999888e-005	1.511954e+001	8.559048e-001	-7.969245e-004
1.000409285714174e-005	1.515727e+001	1.033083e+000	-1.048491e-003
1.000463571428459e-005	1.519915e+001	1.220481e+000	-1.327698e-003
1.000517857142745e-005	1.524518e+001	1.418097e+000	-1.634547e-003
1.000572142857031e-005	1.529535e+001	1.625933e+000	-1.969037e-003
1.000626428571316e-005	1.534967e+001	1.843987e+000	-2.331168e-003
1.000680714285602e-005	1.540814e+001	2.072261e+000	-2.720940e-003
1.000734999999888e-005	1.547075e+001	2.310753e+000	-3.138354e-003
1.000772999999904e-005	1.551661e+001	2.483122e+000	-3.444102e-003
1.000810999999920e-005	1.556413e+001	2.659471e+000	-3.760899e-003
1.000848999999936e-005	1.561331e+001	2.839802e+000	-4.088745e-003
1.000886999999952e-005	1.566415e+001	3.024112e+000	-4.427641e-003
1.000924999999968e-005	1.571664e+001	3.212404e+000	-4.777586e-003
1.000962999999984e-005	1.577079e+001	3.404677e+000	-5.138580e-003
1.001001000000000e-005	1.582659e+001	3.600930e+000	-5.510624e-003
1.001057285714286e-005	1.590871e+001	3.799880e+000	-6.058086e-003
1.001113571428571e-005	1.598741e+001	3.992971e+000	-6.582726e-003
1.001169857142857e-005	1.606268e+001	4.180203e+000	-7.084543e-003
1.001226142857143e-005	1.613453e+001	4.361575e+000	-7.563537e-003
1.001282428571429e-005	1.620296e+001	4.537089e+000	-8.019709e-003
1.001338714285714e-005	1.626796e+001	4.706743e+000	-8.453057e-003
1.001395000000000e-005	1.632954e+001	4.870539e+000	-8.863583e-003
1.001425000000000e-005	1.634687e+001	4.954847e+000	-8.979160e-003
1.001435000000000e-005	1.634483e+001	4.982044e+000	-8.965528e-003
1.001445000000000e-005	1.633570e+001	5.008549e+000	-8.904703e-003
1.001455000000000e-005	1.631698e+001	5.034170e+000	-8.779869e-003
1.001465000000000e-005	1.628593e+001	5.058701e+000	-8.572886e-003
1.001475000000000e-005	1.623990e+001	5.081936e+000	-8.265992e-003
1.001485000000000e-005	1.617654e+001	5.103697e+000	-7.843613e-003
1.001495000000000e-005	1.609408e+001	5.123841e+000	-7.293865e-003
1.001505000000000e-005	1.599142e+001	5.142279e+000	-6.609492e-003
1.001515000000000e-005	1.586822e+001	5.158970e+000	-5.788154e-003
1.001525000000000e-005	1.572482e+001	5.173929e+000	-4.832148e-003
1.001535000000000e-005	1.556216e+001	5.187210e+000	-3.747712e-003
1.001545000000000e-005	1.538162e+001	5.198902e+000	-2.544131e-003
1.001555000000000e-005	1.518492e+001	5.209116e+000	-1.232777e-003
1.001565000000000e-005	1.497393e+001	5.217977e+000	1.737727e-004
1.001575000000000e-005	1.475063e+001	5.225617e+000	1.665232e-003
1.001585000000000e-005	1.451694e+001	5.232165e+000	3.228224e-003
1.001595000000000e-005	1.427471e+001	5.237749e+000	4.844489e-003
1.001605000000000e-005	1.402568e+001	5.242483e+000	6.503087e-003
1.001625000000000e-005	1.351338e+001	5.249825e+000	9.915865e-003
1.001637857142857e-005	1.317431e+001	5.253073e+000	1.217520e-002
1.001650714285714e-005	1.283739e+001	5.255819e+000	1.442028e-002
1.001663571428572e-005	1.250261e+001	5.258063e+000	1.665112e-002
1.001676428571429e-005	1.216999e+001	5.259804e+000	1.886771e-002
1.001689285714286e-005	1.183951e+001	5.261042e+000	2.107005e-002
1.001702142857143e-005	1.151118e+001	5.261778e+000	2.325815e-002
1.001715000000000e-005	1.118499e+001	5.262012e+000	2.543199e-002
1.001765000000000e-005	9.986924e+000	5.260278e+000	3.341412e-002
1.001815000000000e-005	8.913708e+000	5.257267e+000	4.056349e-002
1.001865000000000e-005	7.965349e+000	5.252978e+000	4.688011e-002
1.001915000000000e-005	7.141845e+000	5.247411e+000	5.236398e-002
1.001965000000000e-005	6.443196e+000	5.240566e+000	5.701509e-002
1.002015000000000e-005	5.869403e+000	5.232442e+000	6.083345e-002
1.002065000000000e-005	5.420466e+000	5.223041e+000	6.381906e-002
1.002096428571429e-005	5.186858e+000	5.218090e+000	6.538178e-002
1.002127857142857e-005	4.972875e+000	5.213628e+000	6.681372e-002
1.002159285714286e-005	4.778517e+000	5.209657e+000	6.811487e-002
1.002190714285714e-005	4.603785e+000	5.206174e+000	6.928523e-002
1.002222142857143e-005	4.448677e+000	5.203182e+000	7.032481e-002
1.002253571428572e-005	4.313194e+000	5.200679e+000	7.123360e-002
1.002285000000000e-005	4.197336e+000	5.198667e+000	7.201160e-002
1.002342142857143e-005	4.001132e+000	5.196414e+000	7.332199e-002
1.002399285714286e-005	3.814219e+000	5.194597e+000	7.456995e-002
1.002456428571429e-005	3.636595e+000	5.193214e+000	7.575548e-002
1.002513571428572e-005	3.468262e+000	5.192266e+000	7.687858e-002
1.002570714285715e-005	3.309219e+000	5.191752e+000	7.793925e-002
1.002627857142857e-005	3.159467e+000	5.191673e+000	7.893748e-002
1.002685000000000e-005	3.019005e+000	5.192029e+000	7.987329e-002
1.002776428571429e-005	2.791187e+000	5.192397e+000	8.139208e-002
1.002867857142857e-005	2.565234e+000	5.192894e+000	8.289844e-002
1.002959285714286e-005	2.341145e+000	5.193520e+000	8.439237e-002
1.003050714285715e-005	2.118921e+000	5.194277e+000	8.587387e-002
1.003142142857143e-005	1.898561e+000	5.195163e+000	8.734293e-002
1.003233571428572e-005	1.680066e+000	5.196179e+000	8.879957e-002
1.003325000000000e-005	1.463435e+000	5.197324e+000	9.024377e-002
1.003335000000000e-005	1.439624e+000	5.197453e+000	9.040251e-002
1.003406428571429e-005	1.269595e+000	5.198331e+000	9.153600e-002
1.003477857142857e-005	1.099992e+000	5.199368e+000	9.266668e-002
1.003549285714286e-005	9.308132e-001	5.200565e+000	9.379455e-002
1.003620714285714e-005	7.620600e-001	5.201920e+000	9.491960e-002
1.003692142857143e-005	5.937321e-001	5.203434e+000	9.604183e-002
1.003763571428572e-005	4.258294e-001	5.205108e+000	9.716124e-002
1.003835000000000e-005	2.583519e-001	5.206940e+000	9.827784e-002
1.003855000000000e-005	2.144392e-001	5.208953e+000	9.857136e-002
1.003865000000000e-005	1.943703e-001	5.210894e+000	9.870461e-002
1.003875000000000e-005	1.758729e-001	5.213607e+000	9.882751e-002
1.003885000000000e-005	1.590558e-001	5.217142e+000	9.893963e-002
1.003895000000000e-005	1.439464e-001	5.221509e+000	9.904036e-002
1.003905000000000e-005	1.305085e-001	5.226687e+000	9.912995e-002
1.003915000000000e-005	1.186582e-001	5.232632e+000	9.920894e-002
1.003925000000000e-005	1.082790e-001	5.239284e+000	9.927814e-002
1.003935000000000e-005	9.923512e-002	5.246574e+000	9.933843e-002
1.003945000000000e-005	9.138164e-002	5.254429e+000	9.939079e-002
1.003955000000000e-005	8.457345e-002	5.262775e+000	9.943618e-002
1.003965000000000e-005	7.867123e-002	5.271545e+000	9.947553e-002
1.003975000000000e-005	7.354580e-002	5.280672e+000	9.950969e-002
1.003985000000000e-005	6.908061e-002	5.290100e+000	9.953946e-002
1.003995000000000e-005	6.517295e-002	5.299777e+000	9.956551e-002
1.004005000000000e-005	6.173405e-002	5.309658e+000	9.958844e-002
1.004015000000000e-005	5.868847e-002	5.319708e+000	9.960874e-002
1.004035000000000e-005	5.353497e-002	5.340190e+000	9.964310e-002
1.004055000000000e-005	4.932696e-002	5.361033e+000	9.967116e-002
1.004075000000000e-005	4.580547e-002	5.382108e+000	9.969463e-002
1.004105000000000e-005	4.144861e-002	5.413979e+000	9.972367e-002
1.004135000000000e-005	3.789292e-002	5.446005e+000	9.974738e-002
1.004165000000000e-005	3.492071e-002	5.478082e+000	9.976719e-002
1.004189285714286e-005	3.291639e-002	5.504070e+000	9.978055e-002
1.004213571428572e-005	3.107220e-002	5.529983e+000	9.979284e-002
1.004237857142857e-005	2.938813e-002	5.555821e+000	9.980406e-002
1.004262142857143e-005	2.786418e-002	5.581583e+000	9.981422e-002
1.004286428571429e-005	2.650035e-002	5.607269e+000	9.982331e-002
1.004310714285715e-005	2.529665e-002	5.632880e+000	9.983134e-002
1.004335000000000e-005	2.425307e-002	5.658415e+000	9.983830e-002
1.004372142857143e-005	2.279612e-002	5.697238e+000	9.984802e-002
1.004409285714286e-005	2.145832e-002	5.735772e+000	9.985694e-002
1.004446428571429e-005	2.023966e-002	5.774017e+000	9.986506e-002
1.004483571428572e-005	1.914016e-002	5.811974e+000	9.987239e-002
1.004520714285715e-005	1.815980e-002	5.849642e+000	9.987893e-002
1.004557857142857e-005	1.729859e-002	5.887020e+000	9.988467e-002
1.004595000000000e-005	1.655653e-002	5.924110e+000	9.988962e-002
1.004652142857143e-005	1.551727e-002	5.980548e+000	9.989655e-002
1.004709285714286e-005	1.456534e-002	6.036265e+000	9.990290e-002
1.004766428571429e-005	1.370075e-002	6.091261e+000	9.990866e-002
1.004823571428572e-005	1.292349e-002	6.145536e+000	9.991384e-002
1.004880714285715e-005	1.223357e-002	6.199089e+000	9.991844e-002
1.004937857142857e-005	1.163098e-002	6.251922e+000	9.992246e-002
1.004995000000000e-005	1.111573e-002	6.304034e+000	9.992589e-002
1.005085000000000e-005	1.038015e-002	6.384621e+000	9.993080e-002
1.005175000000000e-005	9.708815e-003	6.463564e+000	9.993527e-002
1.005265000000000e-005	9.101724e-003	6.540861e+000	9.993932e-002
1.005355000000000e-005	8.558877e-003	6.616513e+000	9.994294e-002
1.005445000000000e-005	8.080273e-003	6.690520e+000	9.994613e-002
1.005535000000000e-005	7.665913e-003	6.762883e+000	9.994890e-002
1.005625000000000e-005	7.315796e-003	6.833600e+000	9.995123e-002
1.005770714285715e-005	6.804580e-003	6.944666e+000	9.995464e-002
1.005916428571429e-005	6.340326e-003	7.052158e+000	9.995773e-002
1.006062142857143e-005	5.923036e-003	7.156074e+000	9.996051e-002
1.006207857142858e-005	5.552709e-003	7.256416e+000	9.996298e-002
1.006353571428572e-005	5.229345e-003	7.353184e+000	9.996514e-002
1.006499285714286e-005	4.952945e-003	7.446376e+000	9.996698e-002
1.006645000000000e-005	4.723507e-003	7.535994e+000	9.996851e-002
1.006890714285715e-005	4.377445e-003	7.679408e+000	9.997082e-002
1.007136428571429e-005	4.065649e-003	7.815510e+000	9.997290e-002
1.007382142857143e-005	3.788116e-003	7.944299e+000	9.997475e-002
1.007627857142858e-005	3.544849e-003	8.065776e+000	9.997637e-002
1.007873571428572e-005	3.335847e-003	8.179940e+000	9.997776e-002
1.008119285714286e-005	3.161109e-003	8.286792e+000	9.997893e-002
1.008365000000001e-005	3.020636e-003	8.386332e+000	9.997986e-002
1.008736428571429e-005	2.828045e-003	8.524979e+000	9.998115e-002
1.009107857142858e-005	2.655096e-003	8.653738e+000	9.998230e-002
1.009479285714286e-005	2.501790e-003	8.772607e+000	9.998332e-002
1.009850714285715e-005	2.368126e-003	8.881587e+000	9.998421e-002
1.010222142857144e-005	2.254104e-003	8.980678e+000	9.998497e-002
1.010593571428572e-005	2.159725e-003	9.069879e+000	9.998560e-002
1.010965000000001e-005	2.084988e-003	9.149192e+000	9.998610e-002
1.011336428571429e-005	2.014126e-003	9.222308e+000	9.998657e-002
1.011707857142858e-005	1.949383e-003	9.290207e+000	9.998700e-002
1.012079285714287e-005	1.890760e-003	9.352890e+000	9.998739e-002
1.012450714285715e-005	1.838257e-003	9.410355e+000	9.998774e-002
1.012822142857144e-005	1.791872e-003	9.462605e+000	9.998805e-002
1.013193571428573e-005	1.751607e-003	9.509637e+000	9.998832e-002
1.013565000000001e-005	1.717461e-003	9.551453e+000	9.998855e-002
1.013575000000001e-005	1.716542e-003	9.552555e+000	9.998856e-002
1.013946428571429e-005	1.685018e-003	9.591010e+000	9.998877e-002
1.014317857142858e-005	1.655984e-003	9.626721e+000	9.998896e-002
1.014689285714287e-005	1.629438e-003	9.659688e+000	9.998914e-002
1.015060714285715e-005	1.605382e-003	9.689911e+000	9.998930e-002
1.015432142857144e-005	1.583814e-003	9.717389e+000	9.998944e-002
1.015803571428573e-005	1.564736e-003	9.742124e+000	9.998957e-002
1.016175000000001e-005	1.548148e-003	9.764114e+000	9.998968e-002
1.016546428571430e-005	1.532846e-003	9.784388e+000	9.998978e-002
1.016917857142858e-005	1.518697e-003	9.803215e+000	9.998988e-002
1.017289285714287e-005	1.505700e-003	9.820595e+000	9.998996e-002
1.017660714285716e-005	1.493855e-003	9.836528e+000	9.999004e-002
1.018032142857144e-005	1.483162e-003	9.851014e+000	9.999011e-002
1.018403571428573e-005	1.473621e-003	9.864054e+000	9.999018e-002
1.018775000000001e-005	1.465232e-003	9.875648e+000	9.999023e-002
1.019146428571430e-005	1.457499e-003	9.886335e+000	9.999029e-002
1.019517857142859e-005	1.450334e-003	9.896260e+000	9.999033e-002
1.019889285714287e-005	1.443736e-003	9.905422e+000	9.999038e-002
1.020260714285716e-005	1.437707e-003	9.913822e+000	9.999042e-002
1.020632142857144e-005	1.432245e-003	9.921459e+000	9.999045e-002
1.021003571428573e-005	1.427350e-003	9.928334e+000	9.999049e-002
1.021375000000002e-005	1.423024e-003	9.934445e+000	9.999052e-002
1.021722142857144e-005	1.419278e-003	9.939737e+000	9.999054e-002
1.022069285714287e-005	1.415789e-003	9.944670e+000	9.999056e-002
1.022416428571430e-005	1.412558e-003	9.949246e+000	9.999058e-002
1.022763571428573e-005	1.409584e-003	9.953463e+000	9.999060e-002
1.023110714285716e-005	1.406868e-003	9.957321e+000	9.999062e-002
1.023457857142859e-005	1.404410e-003	9.960822e+000	9.999064e-002
1.023805000000002e-005	1.402209e-003	9.963964e+000	9.999065e-002
1.023815000000002e-005	1.402147e-003	9.964053e+000	9.999065e-002
1.024186428571430e-005	1.399984e-003	9.967143e+000	9.999066e-002
1.024557857142859e-005	1.397976e-003	9.970012e+000	9.999068e-002
1.024929285714288e-005	1.396124e-003	9.972660e+000	9.999069e-002
1.025300714285716e-005	1.394428e-003	9.975088e+000	9.999070e-002
1.025672142857145e-005	1.392888e-003	9.977296e+000	9.999071e-002
1.026043571428573e-005	1.391503e-003	9.979283e+000	9.999072e-002
1.026415000000002e-005	1.390273e-003	9.981050e+000	9.999073e-002
1.026786428571431e-005	1.389140e-003	9.982679e+000	9.999074e-002
1.027157857142859e-005	1.388088e-003	9.984191e+000	9.999075e-002
1.027529285714288e-005	1.387118e-003	9.985588e+000	9.999075e-002
1.027900714285716e-005	1.386228e-003	9.986868e+000	9.999076e-002
1.028272142857145e-005	1.385420e-003	9.988032e+000	9.999076e-002
1.028643571428574e-005	1.384693e-003	9.989079e+000	9.999077e-002
1.029015000000002e-005	1.384047e-003	9.990010e+000	9.999077e-002
1.029386428571431e-005	1.383451e-003	9.990869e+000	9.999078e-002
1.029757857142859e-005	1.382898e-003	9.991666e+000	9.999078e-002
1.030129285714288e-005	1.382388e-003	9.992402e+000	9.999078e-002
1.030500714285717e-005	1.381921e-003	9.993077e+000	9.999079e-002
1.030872142857145e-005	1.381495e-003	9.993691e+000	9.999079e-002
1.031243571428574e-005	1.381113e-003	9.994243e+000	9.999079e-002
1.031615000000002e-005	1.380773e-003	9.994734e+000	9.999079e-002
1.031962142857145e-005	1.380479e-003	9.995159e+000	9.999079e-002
1.032309285714288e-005	1.380205e-003	9.995555e+000	9.999080e-002
1.032656428571431e-005	1.379950e-003	9.995923e+000	9.999080e-002
1.033003571428574e-005	1.379716e-003	9.996261e+000	9.999080e-002
1.033350714285717e-005	1.379501e-003	9.996571e+000	9.999080e-002
1.033697857142860e-005	1.379307e-003	9.996852e+000	9.999081e-002
1.034045000000003e-005	1.379132e-003	9.997105e+000	9.999081e-002
1.034055000000002e-005	1.379127e-003	9.997112e+000	9.999081e-002
1.034426428571431e-005	1.378955e-003	9.997361e+000	9.999081e-002
1.034797857142860e-005	1.378796e-003	9.997591e+000	9.999081e-002
1.035169285714288e-005	1.378649e-003	9.997804e+000	9.999081e-002
1.035540714285717e-005	1.378514e-003	9.997999e+000	9.999081e-002
1.035912142857145e-005	1.378391e-003	9.998176e+000	9.999081e-002
1.036283571428574e-005	1.378281e-003	9.998336e+000	9.999081e-002
1.036655000000003e-005	1.378183e-003	9.998478e+000	9.999081e-002
1.037026428571431e-005	1.378092e-003	9.998609e+000	9.999081e-002
1.037397857142860e-005	1.378008e-003	9.998730e+000	9.999081e-002
1.037769285714288e-005	1.377931e-003	9.998842e+000	9.999081e-002
1.038140714285717e-005	1.377860e-003	9.998945e+000	9.999081e-002
1.038512142857146e-005	1.377795e-003	9.999038e+000	9.999081e-002
1.038883571428574e-005	1.377737e-003	9.999122e+000	9.999081e-002
1.039255000000003e-005	1.377685e-003	9.999197e+000	9.999081e-002
1.039627857142860e-005	1.377637e-003	9.999267e+000	9.999081e-002
1.040000714285717e-005	1.377593e-003	9.999331e+000	9.999081e-002
1.040373571428574e-005	1.377552e-003	9.999390e+000	9.999081e-002
1.040746428571432e-005	1.377514e-003	9.999445e+000	9.999081e-002
1.041119285714289e-005	1.377480e-003	9.999494e+000	9.999081e-002
1.041492142857146e-005	1.377450e-003	9.999538e+000	9.999081e-002
1.041865000000003e-005	1.377422e-003	9.999578e+000	9.999081e-002
1.042210714285717e-005	1.377399e-003	9.999612e+000	9.999081e-002
1.042556428571432e-005	1.377377e-003	9.999644e+000	9.999081e-002
1.042902142857146e-005	1.377357e-003	9.999673e+000	9.999081e-002
1.043247857142861e-005	1.377338e-003	9.999700e+000	9.999081e-002
1.043593571428575e-005	1.377321e-003	9.999725e+000	9.999081e-002
1.043939285714289e-005	1.377305e-003	9.999747e+000	9.999081e-002
1.044285000000003e-005	1.377291e-003	9.999767e+000	9.999081e-002
1.044295000000003e-005	1.377291e-003	9.999768e+000	9.999081e-002
1.044669285714289e-005	1.377277e-003	9.999788e+000	9.999081e-002
1.045043571428575e-005	1.377264e-003	9.999807e+000	9.999081e-002
1.045417857142861e-005	1.377252e-003	9.999824e+000	9.999081e-002
1.045792142857146e-005	1.377241e-003	9.999840e+000	9.999081e-002
1.046166428571432e-005	1.377232e-003	9.999854e+000	9.999081e-002
1.046540714285718e-005	1.377223e-003	9.999867e+000	9.999081e-002
1.046915000000004e-005	1.377215e-003	9.999878e+000	9.999081e-002
1.047292142857147e-005	1.377207e-003	9.999889e+000	9.999082e-002
1.047669285714289e-005	1.377201e-003	9.999899e+000	9.999082e-002
1.048046428571432e-005	1.377194e-003	9.999908e+000	9.999082e-002
1.048423571428575e-005	1.377189e-003	9.999916e+000	9.999082e-002
1.048800714285718e-005	1.377183e-003	9.999924e+000	9.999082e-002
1.049177857142861e-005	1.377179e-003	9.999930e+000	9.999082e-002
1.049555000000004e-005	1.377175e-003	9.999936e+000	9.999082e-002
1.049937857142861e-005	1.377171e-003	9.999942e+000	9.999082e-002
1.050320714285718e-005	1.377167e-003	9.999947e+000	9.999082e-002
1.050703571428575e-005	1.377164e-003	9.999952e+000	9.999082e-002
1.051086428571432e-005	1.377161e-003	9.999956e+000	9.999082e-002
1.051469285714290e-005	1.377158e-003	9.999961e+000	9.999082e-002
1.051852142857147e-005	1.377155e-003	9.999964e+000	9.999082e-002
1.052235000000004e-005	1.377153e-003	9.999968e+000	9.999082e-002
1.052562142857147e-005	1.377152e-003	9.999970e+000	9.999082e-002
1.052889285714290e-005	1.377150e-003	9.999972e+000	9.999082e-002
1.053216428571433e-005	1.377148e-003	9.999974e+000	9.999082e-002
1.053543571428575e-005	1.377147e-003	9.999976e+000	9.999082e-002
1.053870714285718e-005	1.377146e-003	9.999978e+000	9.999082e-002
1.054197857142861e-005	1.377145e-003	9.999979e+000	9.999082e-002
1.054525000000004e-005	1.377144e-003	9.999981e+000	9.999082e-002
1.054535000000004e-005	1.377144e-003	9.999981e+000	9.999082e-002
1.054945000000004e-005	1.377142e-003	9.999983e+000	9.999082e-002
1.055355000000004e-005	1.377141e-003	9.999984e+000	9.999082e-002
1.055765000000004e-005	1.377140e-003	9.999986e+000	9.999082e-002
1.056175000000004e-005	1.377139e-003	9.999987e+000	9.999082e-002
1.056585000000004e-005	1.377138e-003	9.999989e+000	9.999082e-002
1.056995000000004e-005	1.377138e-003	9.999990e+000	9.999082e-002
1.057405000000004e-005	1.377137e-003	9.999990e+000	9.999082e-002
1.057852142857147e-005	1.377136e-003	9.999991e+000	9.999082e-002
1.058299285714290e-005	1.377136e-003	9.999992e+000	9.999082e-002
1.058746428571433e-005	1.377135e-003	9.999993e+000	9.999082e-002
1.059193571428576e-005	1.377135e-003	9.999994e+000	9.999082e-002
1.059640714285719e-005	1.377134e-003	9.999995e+000	9.999082e-002
1.060087857142862e-005	1.377134e-003	9.999995e+000	9.999082e-002
1.060535000000004e-005	1.377134e-003	9.999996e+000	9.999082e-002
1.061053571428576e-005	1.377133e-003	9.999996e+000	9.999082e-002
1.061572142857147e-005	1.377133e-003	9.999997e+000	9.999082e-002
1.062090714285719e-005	1.377133e-003	9.999997e+000	9.999082e-002
1.062609285714290e-005	1.377132e-003	9.999997e+000	9.999082e-002
1.063127857142862e-005	1.377132e-003	9.999998e+000	9.999082e-002
1.063646428571433e-005	1.377132e-003	9.999998e+000	9.999082e-002
1.064165000000005e-005	1.377132e-003	9.999998e+000	9.999082e-002
1.064775000000005e-005	1.377132e-003	9.999998e+000	9.999082e-002
1.065479285714291e-005	1.377132e-003	9.999998e+000	9.999082e-002
1.066183571428576e-005	1.377131e-003	9.999999e+000	9.999082e-002
1.066887857142862e-005	1.377131e-003	9.999999e+000	9.999082e-002
1.067592142857148e-005	1.377131e-003	9.999999e+000	9.999082e-002
1.068296428571434e-005	1.377131e-003	9.999999e+000	9.999082e-002
1.069000714285719e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.069705000000005e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.070462142857148e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.071219285714291e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.071976428571434e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.072733571428577e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.073490714285720e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.074247857142863e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.075005000000006e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.075015000000006e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.076476428571434e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.077937857142863e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.079399285714292e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.080860714285720e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.082322142857149e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.083783571428578e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.085245000000006e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.085255000000006e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.095495000000007e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.105735000000008e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.115975000000009e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.126215000000009e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.136455000000010e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.146695000000011e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.156935000000012e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.167175000000012e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.177415000000013e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.187655000000014e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.197895000000015e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.208135000000016e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.218375000000016e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.228615000000017e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.238855000000018e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.249095000000019e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.259335000000019e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.269575000000020e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.279815000000021e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.290055000000022e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.300295000000022e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.310535000000023e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.320775000000024e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.331015000000025e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.341255000000026e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.351495000000026e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.361735000000027e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.371975000000028e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.382215000000029e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.392455000000029e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.402695000000030e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.412935000000031e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.423175000000032e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.433415000000032e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.443655000000033e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.453895000000034e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.464135000000035e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.474375000000036e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.484615000000036e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.494855000000037e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.501000000000000e-005	1.377131e-003	1.000000e+001	9.999082e-002
1.501046428571413e-005	1.182992e-003	9.922107e+000	9.999211e-002
1.501092857142825e-005	9.892167e-004	9.839948e+000	9.999341e-002
1.501139285714238e-005	7.958033e-004	9.753522e+000	9.999469e-002
1.501185714285650e-005	6.027522e-004	9.662829e+000	9.999598e-002
1.501232142857062e-005	4.100635e-004	9.567869e+000	9.999727e-002
1.501278571428475e-005	2.177371e-004	9.468643e+000	9.999855e-002
1.501324999999887e-005	2.577306e-005	9.365149e+000	9.999983e-002
1.501409285714173e-005	-3.145451e-004	9.166364e+000	1.000021e-001
1.501493571428459e-005	-6.691295e-004	8.954989e+000	1.000045e-001
1.501577857142745e-005	-1.037980e-003	8.731022e+000	1.000069e-001
1.501662142857030e-005	-1.421097e-003	8.494466e+000	1.000095e-001
1.501746428571316e-005	-1.818480e-003	8.245319e+000	1.000121e-001
1.501830714285602e-005	-2.230129e-003	7.983581e+000	1.000149e-001
1.501914999999887e-005	-2.656045e-003	7.709253e+000	1.000177e-001
1.502000000000000e-005	-3.128753e-003	7.421429e+000	1.000209e-001
1.502187857142857e-005	-3.217120e-003	7.087390e+000	1.000215e-001
1.502375714285714e-005	-3.327170e-003	6.766891e+000	1.000222e-001
1.502563571428572e-005	-3.458902e-003	6.459933e+000	1.000231e-001
1.502751428571429e-005	-3.612316e-003	6.166515e+000	1.000241e-001
